Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
8,Europe-Western,Toulouse,France,F1ZGG  B,F1ZGG  G,439.9000,DUP-,9.4,DV,OFF,82.5Hz,Yes,Approximate,43.62,1.46,+01:00
8,Europe-Western,Toulouse,France,F5ZLG  B,F5ZLG  G,439.9250,DUP-,9.4,DV,OFF,82.5Hz,Yes,Approximate,43.59,1.5,+01:00
8,Europe-Western,Urbain,France,F1ZCK  B,F1ZCK  G,430.2375,DUP+,9.4,DV,OFF,82.5Hz,Yes,Approximate,45.43,4.37,+00:00
8,Europe-Western,Valenciennes,France,F1ZBE  B,F1ZBE  G,433.0250,DUP-,1.6,DV,OFF,82.5Hz,Yes,Approximate,50.37,3.51,+01:00
8,Europe-Western,Valenciennes,France,F1ZGY  B,F1ZGY  G,433.0250,DUP-,1.6,DV,OFF,82.5Hz,Yes,Approximate,50.37,3.51,+00:00
8,Europe-Western,Vosges du Nord,France,F5ZEE  B,F5ZEE  G,439.8000,DUP-,9.4,DV,OFF,82.5Hz,Yes,Approximate,48.98,7.62,+01:00
8,Europe-Western,Jugeals,France- Metropolitan,F1ZJO  B,F1ZJO  G,439.8250,DUP+,9.4,DV,OFF,82.5Hz,Yes,Approximate,45.17,1.92,+01:00
8,Europe-Western,Sainte-Anne-sur-,France- Metropolitan,F5ZKE  B,F5ZKE  G,439.8500,DUP-,9.4,DV,OFF,82.5Hz,Yes,Approximate,45.5,5.24,+01:00
11,Islands,Santa Cruz,Aruba,P43L   B,P43L   G,440.500000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,12.520000,-69.990000,-4:00
11,Islands,St. James,Trinidad,9Y4TT  C,9Y4TT  G,147.850000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,10.680000,-61.530000,-4:00
11,Islands,Willemstad,Curacao,PJ2A   B,PJ2A   G,433.900000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,12.100000,-68.900000,-4:00
14,Latin America,Cali,Colombia,HK6FRC C,HK6FRC G,147.180000,DUP+,0.600000,DV,OFF,88.5Hz,YES,Approximate,3.420000,-76.540000,--:--
14,Latin America,Chihuahua,Chihuahu,XE2ITZ C,XE2ITZ G,147.685000,DUP-,3.000000,DV,OFF,88.5Hz,YES,Approximate,28.380000,-106.050000,--:--
14,Latin America,Monterrey,Nuevo Le,XE2NL  B,XE2NL  G,438.225000,DUP-,5.000000,DV,OFF,88.5Hz,YES,Approximate,25.670000,-100.240000,--:--
14,Latin America,Monterrey,Nuevo Le,XE2NL  C,XE2NL  G,145.210000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,25.670000,-100.240000,--:--
16,Oceania,Pakiri,New Zeal,ZL1HXD C,ZL1HXD G,145.450000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,36.280000,174.780000,+12:00
18,Sweden,Brattaasen,Jamtland,SK3JR  A,SK3JR  G,434.337500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,63.110000,14.600000,+1:00
18,Sweden,Brattaasen,Jamtland,SK3JR  B,SK3JR  G,434.562500,DUP-,2.000000,DV,OFF,88.5Hz,YES,Approximate,63.110000,14.600000,+1:00
18,Sweden,Brattaasen,Jamtland,SK3JR  C,SK3JR  G,145.237500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,63.110000,14.600000,+1:00
18,Sweden,Hogasen,Jamtland,SE3IVF B,SE3IVF G,434.587500,DUP-,2.000000,DV,OFF,88.5Hz,YES,Approximate,63.300000,12.380000,+1:00
18,Sweden,Sundsvall,Vasterno,SK3RFG A,SK3RFG G,434.337500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,62.380000,17.210000,+1:00
18,Sweden,Sundsvall,Vasterno,SK3RFG B,SK3RFG G,434.800000,DUP-,2.000000,DV,OFF,88.5Hz,YES,Approximate,62.380000,17.210000,+1:00
18,Sweden,Sundsvall,Vasterno,SK3RFG C,SK3RFG G,145.587500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,62.380000,17.210000,+1:00
18,Sweden,Umea,Vasterbo,SK2AT  B,SK2AT  G,434.000000,DUP-,2.000000,DV,OFF,88.5Hz,YES,Approximate,63.830000,20.270000,+1:00
18,Sweden,Umea,Vasterbo,SK2AT  C,SK2AT  G,145.000000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,63.830000,20.270000,+1:00
18,Sweden,Umea,Vasterbo,SL2ZA  C,SL2ZA  G,145.237500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,63.840000,20.260000,+1:00
20,USA Midwest,Abilene,Texas,KC5OLO B,KC5OLO G,444.175,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.16,-99.35,-6:00
20,USA Midwest,Abilene,Texas,KF5JJK B,KF5JJK G,444.500000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.460000,-99.730000,--:--
20,USA Midwest,Abilene,Texas,KG5MMT B,KG5MMT G,444.175,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.38,-99.74,-6:00
20,USA Midwest,Abilene,Texas,KG5MMU B,KG5MMU G,444.825000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.440000,-99.710000,--:--
20,USA Midwest,Adams,Wisconsi,AC9AR  B,AC9AR  G,442.268750,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,43.960000,-89.820000,--:--
20,USA Midwest,Alexandria,Louisiana,KF5PIE C,KF5PIE G,147.21,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.24,-92.46,-6:00
20,USA Midwest,Alice,Texas,KF5UPC B,KF5UPC G,441.975000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,27.750000,-98.070000,--:--
20,USA Midwest,Allen,Texas,K5PRK  B,K5PRK  G,441.575,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.1,-96.67,-6:00
20,USA Midwest,Altus,Oklahoma,AJ5Q   B,AJ5Q   G,442.225,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,34.67,-99.33,-6:00
20,USA Midwest,Arlington,Texas,KF5UGN B,KF5UGN G,441.3375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.67,-97.19,-6:00
20,USA Midwest,Arlington,Texas,KF5UGN C,KF5UGN G,146.8,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,32.67,-97.19,-6:00
20,USA Midwest,Austin,Texas,K5SOC  B,K5SOC  G,443.400000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,30.400000,-97.930000,--:--
20,USA Midwest,Austin,Texas,W5KA   B,W5KA   G,440.650000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,30.230000,-97.770000,--:--
20,USA Midwest,Austin,Texas,W5KA   C,W5KA   G,146.48,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,30.23,-97.77,-6:00
20,USA Midwest,Baraboo,Wisconsin,WB9FDZ C,WB9FDZ G,145.315,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.44,-89.65,-6:00
20,USA Midwest,Batavia,Illinois,W9CEQ  B,W9CEQ  G,442.10625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.85,-88.32,-6:00
20,USA Midwest,Batavia,Illinois,W9CEQ  C,W9CEQ  G,147.225,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.85,-88.32,-6:00
20,USA Midwest,Baton Rouge,Louisiana,KD5CQB B,KD5CQB G,442.925,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.45,-91.17,-6:00
20,USA Midwest,Baton Rouge,Louisiana,KD5CQB C,KD5CQB G,146.88,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.45,-91.17,-6:00
20,USA Midwest,Bay City,Wisconsi,KB9LUK C,KB9LUK G,144.610000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,44.590000,-92.460000,--:--
20,USA Midwest,Bellville,Texas,W5SFA  C,W5SFA  G,146.930000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,29.960000,-96.250000,--:--
20,USA Midwest,Big Spring,Texas,W5AW   B,W5AW   G,440.6875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.21,-101.44,-6:00
20,USA Midwest,Big Spring,Texas,W5AW   C,W5AW   G,147.24,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.21,-101.44,-6:00
20,USA Midwest,Blanchard,Oklahoma,KF5ZLE B,KF5ZLE G,442.975,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.15,-97.68,-6:00
20,USA Midwest,Bloomington,Illinois,WX9WX  B,WX9WX  G,444.58125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.48,-88.95,-6:00
20,USA Midwest,Bloomington,Minnesota,WT0O   B,WT0O   G,442.9,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.83,-93.3,-6:00
20,USA Midwest,Bloomington,Minnesota,WT0O   C,WT0O   G,145.15,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.83,-93.3,-6:00
20,USA Midwest,Borger,Texas,KF5YVX B,KF5YVX G,441.3375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.65,-101.39,-6:00
20,USA Midwest,Borger,Texas,KF5YVX C,KF5YVX G,146.45,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,35.65,-101.39,-6:00
20,USA Midwest,Bruceville,Texas,W5HAT  B,W5HAT  G,440.625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.35,-97.24,-6:00
20,USA Midwest,Bruceville,Texas,W5HAT  C,W5HAT  G,147.24,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.35,-97.24,-6:00
20,USA Midwest,Bryan,Texas,W5AC   B,W5AC   G,443.4,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.65,-96.35,-6:00
20,USA Midwest,CADWELL,Illinois,W9BIL  B,W9BIL  G,440.64375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.41,-88.31,-6:00
20,USA Midwest,CADWELL,Illinois,W9BIL  C,W9BIL  G,145.195,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.41,-88.31,-6:00
20,USA Midwest,Cabot,Arkansas,W5STR  B,W5STR  G,442.475000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,35.010000,-92.130000,--:--
20,USA Midwest,Carbondale,Illinois,W9UIH  B,W9UIH  G,442.65625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.72,-89.22,-6:00
20,USA Midwest,Carencro,Louisian,WD5TR  B,WD5TR  G,444.900000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,30.360000,-92.060000,--:--
20,USA Midwest,Cedar Rapids,Iowa,N0CXX  B,N0CXX  G,442.05,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.04,-91.64,-6:00
20,USA Midwest,Cedar Rapids,Iowa,N0CXX  C,N0CXX  G,147.405,DUP-,0.99,DV,OFF,82.5Hz,Yes,Approximate,42.04,-91.64,-6:00
20,USA Midwest,Champaign,Illinois,W9IPA  B,W9IPA  G,443.76875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.14,-88.29,-6:00
20,USA Midwest,Champaign,Illinois,W9YR   B,W9YR   G,443.48125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.13,-88.29,-6:00
20,USA Midwest,Chaska,Minnesota,KD0JOS B,KD0JOS G,442.125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.81,-93.6,-6:00
20,USA Midwest,Chaska,Minnesota,KD0JOS C,KD0JOS G,147.27,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.81,-93.6,-6:00
20,USA Midwest,Chicago,Illinois,NS9RC  B,NS9RC  G,442.09375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.98,-87.65,-6:00
20,USA Midwest,Chicago,Illinois,WA9ORC B,WA9ORC G,441.90625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.89,-87.62,-6:00
20,USA Midwest,Chippewa Falls,Wisconsi,KD9ICN C,KD9ICN G,146.940000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,44.880000,-91.300000,--:--
20,USA Midwest,Columbia,Missouri,WX0BC  B,WX0BC  G,442.325,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.97,-92.33,-6:00
20,USA Midwest,Columbus,Nebraska,WA0COL B,WA0COL G,442.175,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.31,-97.34,-7:00
20,USA Midwest,Columbus,Nebraska,WA0COL C,WA0COL G,146.955,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.31,-97.34,-7:00
20,USA Midwest,Corsicana,Texas,K5NEM  C,K5NEM  G,147.34,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.08,-96.49,-6:00
20,USA Midwest,Dallas ,Texas,W5FC   B,W5FC   G,440.575,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.89,-96.76,-6:00
20,USA Midwest,Dallas ,Texas,W5FC   C,W5FC   G,145.13,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.89,-96.76,-6:00
20,USA Midwest,Dallas,Texas,K5TIT  B,K5TIT  G,442,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.78,-96.8,-6:00
20,USA Midwest,Dallas,Texas,K5TIT  C,K5TIT  G,147.36,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.78,-96.8,-6:00
20,USA Midwest,Decatur,Illinois,KC9YFX B,KC9YFX G,442.64375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.88,-89.01,-6:00
20,USA Midwest,Decatur,Illinois,KC9YFX C,KC9YFX G,147.24,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.88,-89.01,-6:00
20,USA Midwest,Denton,Texas,W5NGU  B,W5NGU  G,442.925,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.14,-97.1,-6:00
20,USA Midwest,Denton,Texas,W5NGU  C,W5NGU  G,147.45,DUP-,1,DV,OFF,82.5Hz,Yes,Approximate,33.14,-97.1,-6:00
20,USA Midwest,Des Moines,Iowa,KD0IAN B,KD0IAN G,443.175,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.64,-93.8,-6:00
20,USA Midwest,Des Moines,Iowa,KD0IAN C,KD0IAN G,147.105,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.64,-93.8,-6:00
20,USA Midwest,DuPage County,Illinois,KC9PWC B,KC9PWC G,440.10625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.56,-88.05,-6:00
20,USA Midwest,Dunnville,Wisconsin,WW9RS  C,WW9RS  G,146.88,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.45,-91.54,-6:00
20,USA Midwest,EULESS,Texas,W1ZOT  B,W1ZOT  G,441.375000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,32.870000,-97.080000,--:--
20,USA Midwest,El Paso,Texas,K5WPH  B,K5WPH  G,443.225000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,31.830000,-106.440000,--:--
20,USA Midwest,El Paso,Texas,W5ELP  C,W5ELP  G,146.62,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.79,-106.48,-7:00
20,USA Midwest,Eldorado,Texas,N5QHO  B,N5QHO  G,443.825,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.87,-100.6,-6:00
20,USA Midwest,Elk City,Oklahoma,K5ELK  B,K5ELK  G,443.025,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.43,-99.5,-6:00
20,USA Midwest,Elk City,Oklahoma,K5ELK  C,K5ELK  G,146.685,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,35.43,-99.5,-6:00
20,USA Midwest,Fargo,North Dakota,KD0SWQ B,KD0SWQ G,444,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,46.9,-96.79,-7:00
20,USA Midwest,Faribault,Minnesota,KD0ZSA B,KD0ZSA G,444.625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.3,-93.24,-6:00
20,USA Midwest,Fond du Lac,Wisconsi,KD9GXT C,KD9GXT G,145.345000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,43.810000,-88.330000,--:--
20,USA Midwest,Fort Worth,Texas,KB5DRP B,KB5DRP G,440.55,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.73,-97.32,-6:00
20,USA Midwest,Fort Worth,Texas,KF5MMX B,KF5MMX G,444.0375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.64,-97.38,-6:00
20,USA Midwest,Franklinton,Louisiana,KF5BSZ B,KF5BSZ G,444.5875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.87,-89.99,-6:00
20,USA Midwest,Franklinton,Louisiana,KF5BSZ C,KF5BSZ G,147.44,DUP-,2.5,DV,OFF,82.5Hz,Yes,Approximate,30.87,-89.99,-6:00
20,USA Midwest,Ft Stockton,Texas,KG5OXR C,KG5OXR G,147.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,30.880000,-102.920000,--:--
20,USA Midwest,Golden Valley,Minnesot,KD0JOV B,KD0JOV G,442.900000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,45.000000,-93.390000,--:--
20,USA Midwest,Golden Valley,Minnesot,KD0JOV C,KD0JOV G,145.150000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,45.000000,-93.390000,--:--
20,USA Midwest,Grafton,Wisconsin,W9FRG  B,W9FRG  G,442.81875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.34,-87.94,-6:00
20,USA Midwest,Grafton,Wisconsin,W9FRG  C,W9FRG  G,145.225,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.34,-87.94,-6:00
20,USA Midwest,Granbury,Texas,K1DRP  B,K1DRP  G,440.65,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,32.45,-97.79,-6:00
20,USA Midwest,Granbury,Texas,W5HCT  B,W5HCT  G,441.35,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.44,-97.78,-6:00
20,USA Midwest,Grand Island,Nebraska,KD0PBV C,KD0PBV G,146.655,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.93,-98.35,-6:00
20,USA Midwest,Green Bay,Wisconsi,K9EAM  B,K9EAM  G,444.206250,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,44.500000,-87.920000,--:--
20,USA Midwest,Heyworth,Illinois,KD9AKF B,KD9AKF G,444.7,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.31,-88.97,-6:00
20,USA Midwest,Hollandale,Wisconsin,WI9WIN C,WI9WIN G,147.285,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.93,-89.95,-6:00
20,USA Midwest,Houston TMC,Texas,W5HDR  B,W5HDR  G,440.6,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.78,-95.42,-6:00
20,USA Midwest,Houston TMC,Texas,W5HDR  C,W5HDR  G,147.1,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.78,-95.42,-6:00
20,USA Midwest,Houston,Texas,KG5FAE B,KG5FAE G,440,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.77,-95.36,-6:00
20,USA Midwest,Houston,Texas,KG5FAE C,KG5FAE G,146,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.77,-95.36,-6:00
20,USA Midwest,Houston,Texas,N5HDS  B,N5HDS  G,440.55,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.76,-95.37,-6:00
20,USA Midwest,Houston,Texas,N5HDS  C,N5HDS  G,145.135,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.76,-95.37,-6:00
20,USA Midwest,Ingleside,Illinois,K5TAR  B,K5TAR  G,440.81875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.4,-88.14,-6:00
20,USA Midwest,Ingleside,Texas,W5ICC  B,W5ICC  G,444.900000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,27.900000,-97.130000,--:--
20,USA Midwest,Isanti,Minnesot,KE0KKN B,KE0KKN G,442.275000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,45.530000,-93.170000,--:--
20,USA Midwest,Kearney,Nebraska,KD0PBW C,KD0PBW G,147.03,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.71,-99.08,-6:00
20,USA Midwest,LIVE OAK,Texas,K5NKK  B,K5NKK  G,444.025000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,29.330000,-98.200000,--:--
20,USA Midwest,LaCombe,Louisian,W5SLA  B,W5SLA  G,444.100000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,30.320000,-89.910000,--:--
20,USA Midwest,Lake  Zurich,Illinois,K9SA   B,K9SA   G,441.231250,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,42.400000,-88.140000,--:--
20,USA Midwest,Lake County,Illinois,KC9OKW B,KC9OKW G,441.23125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.03,-88.08,-6:00
20,USA Midwest,Lawton,Oklahoma,KG5ACV B,KG5ACV G,442.65,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,34.6,-98.45,-6:00
20,USA Midwest,Leesville,Louisiana,KE5PFA B,KE5PFA G,442.05,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.13,-93.27,-6:00
20,USA Midwest,Leesville,Louisiana,KE5PFA C,KE5PFA G,147.345,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.13,-93.27,-6:00
20,USA Midwest,Leesville,Louisiana,KF5QAR A,KF5QAR G,145.67,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,31.14,-93.28,-6:00
20,USA Midwest,Leesville,Louisiana,KF5QAR B,KF5QAR G,440.6875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.14,-93.28,-6:00
20,USA Midwest,Leesville,Louisiana,KF5QAR C,KF5QAR G,146.8,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,31.14,-93.28,-6:00
20,USA Midwest,Lincoln,Nebraska,W0MAO  B,W0MAO  G,442.15,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.81,-96.69,-6:00
20,USA Midwest,Lincoln,Nebraska,W0MAO  C,W0MAO  G,145.25,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.81,-96.69,-6:00
20,USA Midwest,Little Falls,Minnesota,W0REA  B,W0REA  G,444,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.98,-94.36,-6:00
20,USA Midwest,Little Rock,Arkansas,K5NSX  C,K5NSX  G,145.170000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,34.480000,-92.290000,+4:30
20,USA Midwest,Little Rock,Arkansas,N5DSD  B,N5DSD  G,444.012500,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,34.750000,-92.310000,--:--
20,USA Midwest,Little Rock,Arkansas,N5DSD  C,N5DSD  G,147.480000,DUP-,2.500000,DV,OFF,88.5Hz,YES,Approximate,34.750000,-92.310000,--:--
20,USA Midwest,Longview,Texas,K5LET  B,K5LET  G,443.975,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.55,-94.67,-6:00
20,USA Midwest,Longview,Texas,K5LET  C,K5LET  G,147.06,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.55,-94.67,-6:00
20,USA Midwest,Louisburg,Kansas,K0HAM  B,K0HAM  G,442.125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.59,-94.62,-6:00
20,USA Midwest,Louisburg,Kansas,K0HAM  C,K0HAM  G,145.12,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.59,-94.62,-6:00
20,USA Midwest,Madison,Wisconsin,W9HSY  C,W9HSY  G,145.305,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.06,-89.48,-6:00
20,USA Midwest,Magnolia,Texas,N5MDS  B,N5MDS  G,440.7125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.2,-95.8,-6:00
20,USA Midwest,Magnolia,Texas,N5MDS  C,N5MDS  G,146.45,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,30.2,-95.8,-6:00
20,USA Midwest,Many,Louisiana,N5MNY  C,N5MNY  G,146.805,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.59,-93.45,-6:00
20,USA Midwest,Marble Falls,Texas,N5JFP  B,N5JFP  G,440.600000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,30.570000,-98.320000,--:--
20,USA Midwest,Marble Falls,Texas,N5JFP  C,N5JFP  G,145.430000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,30.570000,-98.320000,--:--
20,USA Midwest,Marshfield,Wisconsin,KD9FUR C,KD9FUR G,147.045,DUP+,6,DV,OFF,82.5Hz,Yes,Approximate,44.67,-90.17,-6:00
20,USA Midwest,McAllen,Texas,ND5N   C,ND5N   G,147.6,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,26.12,-98.11,-6:00
20,USA Midwest,Mesquite,Texas,NT5RN  B,NT5RN  G,443.025,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.77,-96.63,-6:00
20,USA Midwest,Mesquite,Texas,NT5RN  C,NT5RN  G,145.15,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.77,-96.63,-6:00
20,USA Midwest,Midland,Texas,WT5ARC B,WT5ARC G,441.55,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.6,-102.04,-6:00
20,USA Midwest,Midland,Texas,WT5ARC C,WT5ARC G,147.36,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.6,-102.04,-6:00
20,USA Midwest,Milwaukee,Wisconsi,KC9LKZ C,KC9LKZ G,145.245000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,43.100000,-87.900000,--:--
20,USA Midwest,Milwaukee,Wisconsin,K9AES  C,K9AES  G,145.235,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.15,-87.98,-6:00
20,USA Midwest,Milwaukee,Wisconsin,KC9LKZ B,KC9LKZ G,442.46875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.1,-87.9,-6:00
20,USA Midwest,Minden,Louisiana,N5MAD  B,N5MAD  G,442.5125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.69,-93.25,-6:00
20,USA Midwest,Minden,Louisiana,N5MAD  C,N5MAD  G,144.92,DUP+,2.5,DV,OFF,82.5Hz,Yes,Approximate,32.69,-93.25,-6:00
20,USA Midwest,Minneapolis,Minnesot,W1AFV  B,W1AFV  G,442.950000,DUP+,5.000000,DV,OFF,88.5Hz,YES,Approximate,44.980000,-93.260000,--:--
20,USA Midwest,Minneapolis,Minnesota,KD0JOU C,KD0JOU G,145.11,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.99,-93.26,-6:00
20,USA Midwest,Mooreland,Oklahoma,W5OKT  B,W5OKT  G,444.275,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.54,-99.21,-6:00
