Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,Home,openSPOT,SharkRF,,,445.520000,OFF,0.000000,DV,OFF,88.5Hz,YES,Exact,37.458833,-122.247667,-8:00
3,United Kingdom,ABERGAVENNY,Wales,MB6AA  C,MB6AA  G,144.837500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.833800,-3.095500,0:00
3,United Kingdom,Aberdeen,Scotland,GB7GD  C,GB7GD  G,145.687500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,57.119983,-2.150000,0:00
3,United Kingdom,Aberdeen,Scotland,MB6ST  C,MB6ST  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,57.193167,-2.258833,0:00
3,United Kingdom,Abergavenny,Wales,MB6IAA B,MB6IAA G,431.075000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.833667,-3.090833,0:00
3,United Kingdom,Accrington,England,GB3RF  C,GB3RF  G,145.775000,DUP+,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.750000,-2.370000,0:00
3,United Kingdom,Ahoghill Ballyme,Ireland,MB6BM  C,MB6BM  G,144.862500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,54.506500,-6.219500,0:00
3,United Kingdom,Airdrie,Scotland,GB7DA  B,GB7DA  G,439.625000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,55.884500,-3.989167,0:00
3,United Kingdom,Airdrie,Scotland,GB7DA  C,GB7DA  G,145.775000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,55.884500,-3.989167,0:00
3,United Kingdom,Airdrie,Scotland,MB6IGD C,MB6IGD G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.884500,-3.989167,0:00
3,United Kingdom,Amersham,England,GB7AU  B,GB7AU  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.650000,-0.620000,0:00
3,United Kingdom,Antrim,Northern,MB6OH  C,MB6OH  G,144.850000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,54.689983,-6.199983,0:00
3,United Kingdom,Ashford,England,GB7DX  B,GB7DX  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.119983,0.870000,0:00
3,United Kingdom,Atherton,England,MB6IMG B,MB6IMG G,431.112500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.525833,-2.491500,0:00
3,United Kingdom,Axminster,England,MB6AX  C,MB6AX  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.772833,-2.991833,0:00
3,United Kingdom,Ballycastle,Ireland,MB6BC  C,MB6BC  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.204500,-6.242167,0:00
3,United Kingdom,Barnsley,England,GB7YD  B,GB7YD  G,439.512500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.580000,-1.360000,0:00
3,United Kingdom,Barnsley,England,GB7YD  C,GB7YD  G,145.675000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.580000,-1.360000,0:00
3,United Kingdom,Barry,Wales,MB6BA  C,MB6BA  G,144.862500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.419983,-3.279983,0:00
3,United Kingdom,Basildon,England,MB6ZZ  C,MB6ZZ  G,144.862500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.569983,0.460000,0:00
3,United Kingdom,Beccles,England,GB7BE  B,GB7BE  G,439.662500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.439667,1.590333,0:00
3,United Kingdom,Belfast,Northern,GB7NI  C,GB7NI  G,145.750000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.569983,-5.869983,0:00
3,United Kingdom,Belper,England,MB6GX  C,MB6GX  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.021167,-1.468500,0:00
3,United Kingdom,Belper,England,MB6IGX B,MB6IGX G,431.087500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.021000,-1.468333,0:00
3,United Kingdom,Bewdley,England,GB7WF  B,GB7WF  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.369983,-2.329983,0:00
3,United Kingdom,Biggleswade,England,MB6IXY B,MB6IXY G,434.475000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.144833,0.440333,0:00
3,United Kingdom,Birkenhead,England,MB6IBH C,MB6IBH G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.385333,-3.025333,0:00
3,United Kingdom,Birmingham,England,GB7BM  B,GB7BM  G,439.400000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.459983,-1.889983,0:00
3,United Kingdom,Blandford Forum,England,MB6BF  C,MB6BF  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.858833,-2.158333,0:00
3,United Kingdom,Bletchley Park,England,GB7BP  B,GB7BP  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.991667,-0.737333,0:00
3,United Kingdom,Bournemouth,England,MB6IPO B,MB6IPO G,431.087500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.727767,-1.924850,0:00
3,United Kingdom,Brandon Norfolk,England,MB6BD  C,MB6BD  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.438833,3.592333,0:00
3,United Kingdom,Bridgend,Wales,GB7RB  C,GB7RB  G,145.675000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.500000,-3.589983,0:00
3,United Kingdom,Brighton,England,GB7SB  C,GB7SB  G,145.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,50.825333,-0.108667,0:00
3,United Kingdom,Brighton,England,MB6HN  C,MB6HN  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.836833,-0.223667,0:00
3,United Kingdom,Bristol Thornbur,England,GB7AD  B,GB7AD  G,439.912500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.590000,-2.549983,0:00
3,United Kingdom,Bristol,England,GB7BD  B,GB7BD  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.400183,-2.737717,0:00
3,United Kingdom,Bromsgrove,England,MB6IDG B,MB6IDG G,431.125000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.357733,-2.091933,0:00
3,United Kingdom,Bromsgrove,Wales,GB7DG  B,GB7DG  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.354667,-2.088500,0:00
3,United Kingdom,Brynmawr,Wales,MB6AC  C,MB6AC  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.800500,-3.167500,0:00
3,United Kingdom,Brynmawr,Wales,MB6IAC B,MB6IAC G,431.100000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.800833,-3.168333,0:00
3,United Kingdom,Burnley 2M,England,MB6BU  C,MB6BU  G,144.862500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.819000,-2.235833,0:00
3,United Kingdom,Burntwood-Staff,England,MB6BW  C,MB6BW  G,144.862500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.669983,-1.899983,0:00
3,United Kingdom,Bury Lancs,England,GB7MA  C,GB7MA  G,145.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.609833,-2.252333,0:00
3,United Kingdom,Caerphilly,England,MB6IRL B,MB6IRL G,431.137500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.580000,-3.210000,0:00
3,United Kingdom,Caerphilly,Wales,MB6RL  C,MB6RL  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.584667,-3.202333,0:00
3,United Kingdom,Cambridge,England,GB7PI  B,GB7PI  G,439.912500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.000000,-0.010000,0:00
3,United Kingdom,Cardiff,Wales,GB7CD  B,GB7CD  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.470000,-3.180000,0:00
3,United Kingdom,Carlisle,England,MB6CA  C,MB6CA  G,144.812500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,54.913183,-2.767317,0:00
3,United Kingdom,Carrickfergus,Ireland,MB6NI  C,MB6NI  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,54.435500,-5.473667,0:00
3,United Kingdom,Chelmsford Essex,England,MB6CE  C,MB6CE  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.738000,0.517000,0:00
3,United Kingdom,Clacton on Sea 1,England,MB6CL  B,MB6CL  G,430.187500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.808167,1.167833,0:00
3,United Kingdom,Clacton on Sea 2,England,MB6DS  C,MB6DS  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.802167,1.137500,0:00
3,United Kingdom,Clacton on Sea,England,GB7TE  C,GB7TE  G,145.775000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.805333,1.209000,0:00
3,United Kingdom,Coleraine,Northern,MB6NC  C,MB6NC  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.130000,-6.670000,0:00
3,United Kingdom,Colwyn Bay,Wales,MB6MB  C,MB6MB  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.291833,-3.741333,0:00
3,United Kingdom,Danbury Essex,England,GB7ZP  B,GB7ZP  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.717000,0.583500,0:00
3,United Kingdom,Denton,England,MB6IHG B,MB6IHG G,431.087500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.440000,-2.087500,0:00
3,United Kingdom,Derby,England,GB7DC  B,GB7DC  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.930000,-1.440000,0:00
3,United Kingdom,Derby,England,MB6IDC B,MB6IDC G,433.987500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.934833,1.434667,0:00
3,United Kingdom,Dukinfield,England,MB6DF  C,MB6DF  G,144.850000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.471667,-2.084167,0:00
3,United Kingdom,Dundee,Scotland,GB7DP  B,GB7DP  G,430.500000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,56.457667,-3.021500,0:00
3,United Kingdom,Dundee,Scotland,MB6MS  C,MB6MS  G,144.850000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,56.468167,-3.020000,0:00
3,United Kingdom,Dunfermline,Scotland,MB6IDF B,MB6IDF G,434.500000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,56.075500,-3.471500,0:00
3,United Kingdom,Dungiven,Scotland,GB7DN  B,GB7DN  G,439.412500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.923000,6.985333,0:00
3,United Kingdom,Durham,England,GB7PB  C,GB7PB  G,145.662500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.814433,-1.572500,0:00
3,United Kingdom,East Dereham,England,MB6DE  C,MB6DE  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.669983,0.920000,0:00
3,United Kingdom,East Grinstead,England,MB6EG  C,MB6EG  G,144.862500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.119983,0.020000,0:00
3,United Kingdom,Eastbourne,England,GB7ES  B,GB7ES  G,439.437500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.817483,0.292217,0:00
3,United Kingdom,Eastbourne,England,MB6EB  C,MB6EB  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.802667,0.267500,0:00
3,United Kingdom,Edge Hills,England,GB7GL  B,GB7GL  G,439.712500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.830000,-2.500000,0:00
3,United Kingdom,Epsom,England,MB6EP  C,MB6EP  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.349983,0.270000,0:00
3,United Kingdom,Exeter,England,GB7NL  B,GB7NL  G,439.462500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.734500,-3.503667,0:00
3,United Kingdom,Fareham,England,GB7FH  B,GB7FH  G,439.612500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,0.000000,-1.329667,0:00
3,United Kingdom,Fareham,England,GB7RN  C,GB7RN  G,145.637500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,50.833833,-1.186333,0:00
3,United Kingdom,Fife/Edinburgh,Scotland,GB7DE  B,GB7DE  G,439.600000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,56.229983,-2.920000,0:00
3,United Kingdom,Fife/Edinburgh,Scotland,GB7DE  C,GB7DE  G,145.637500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,56.229983,-2.920000,0:00
3,United Kingdom,Fishguard,Wales,MB6FG  C,MB6FG  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.002000,-5.001500,0:00
3,United Kingdom,Folkestone,England,GB7FK  C,GB7FK  G,145.787500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.099983,1.210000,0:00
3,United Kingdom,Folkstone,England,MB6IFK B,MB6IFK G,434.050000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.088167,1.173067,0:00
3,United Kingdom,Friskney,England,GB7DL  B,GB7DL  G,439.675000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.076167,0.107833,0:00
3,United Kingdom,Frodsham,England,MB6ISV B,MB6ISV G,431.125000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.275333,-2.703833,0:00
3,United Kingdom,Galashiels,Scotland,MB6GL  C,MB6GL  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.619667,-2.872333,0:00
3,United Kingdom,Gillingham,England,MB6NK  C,MB6NK  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.229983,0.340000,0:00
3,United Kingdom,Grantham,England,MB6IBN B,MB6IBN G,430.062500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.967333,-0.608167,0:00
3,United Kingdom,Great Yarmouth,England,MB6ISJ B,MB6ISJ G,431.125000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.590000,1.720000,0:00
3,United Kingdom,Grimsby,England,GB7GC  B,GB7GC  G,439.437500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.571333,-0.075000,0:00
3,United Kingdom,Hastings,England,GB7HE  B,GB7HE  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.874000,0.589167,0:00
3,United Kingdom,Hastings,England,MB6IZE B,MB6IZE G,434.037500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.869367,0.555933,0:00
3,United Kingdom,Hastings,England,MB6ZE  C,MB6ZE  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.869367,0.555933,0:00
3,United Kingdom,Herne Bay,England,GB3KI  C,GB3KI  G,145.662500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.603167,1.246833,0:00
3,United Kingdom,Herne Bay,England,GB7IC  B,GB7IC  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.360000,1.139983,0:00
3,United Kingdom,Herne Bay,England,GB7IC  C,GB7IC  G,145.662500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.360000,1.139983,0:00
3,United Kingdom,Hexham,England,MB6TV  C,MB6TV  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,54.988000,-2.041667,0:00
3,United Kingdom,Hockley,England,GB7SS  B,GB7SS  G,439.737500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.599983,0.649983,0:00
3,United Kingdom,Hoo,England,MB6INK B,MB6INK G,434.050000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.418667,0.555500,0:00
3,United Kingdom,Huddersfield,England,GB7HD  B,GB7HD  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.659983,-1.740000,0:00
3,United Kingdom,Hull,England,GB7HU  B,GB7HU  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.774500,-0.552333,0:00
3,United Kingdom,Ipswich,England,GB7PP  B,GB7PP  G,439.437500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.054833,1.219167,0:00
3,United Kingdom,Jedburgh,Scorland,MB6IJD C,MB6IJD G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.473667,-2.553000,0:00
3,United Kingdom,Kelvedon Hatch,England,GB7KH  B,GB7KH  G,439.612500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.669667,0.253833,0:00
3,United Kingdom,Kirkwall,Scotland,MB6OR  C,MB6OR  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,59.067833,-3.017667,0:00
3,United Kingdom,Lancaster,England,GB7LF  B,GB7LF  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.026167,-2.757833,0:00
3,United Kingdom,Leominister,England,GB7VO  B,GB7VO  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.174333,-2.720167,0:00
3,United Kingdom,Limavady,Ireland,MB6LY  C,MB6LY  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.036833,-6.920667,0:00
3,United Kingdom,Lincolnshire Wol,England,GB7CH  B,GB7CH  G,439.475000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.319983,-0.120000,0:00
3,United Kingdom,Liverpool,England,MB6PF  C,MB6PF  G,144.862500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.460000,-2.990000,0:00
3,United Kingdom,Livingston,Scotland,MB6IKN B,MB6IKN G,431.100000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,55.886000,-3.409500,0:00
3,United Kingdom,London Bromley,England,GB7OK  C,GB7OK  G,145.712500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.349983,0.140000,0:00
3,United Kingdom,Londonderry,Ireland,MB6IKA B,MB6IKA G,431.112500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,54.953333,-6.553833,0:00
3,United Kingdom,Lumphanan,Scotland,MB6AF  C,MB6AF  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,57.118333,-2.693000,0:00
3,United Kingdom,Lynemouth,England,GB7NE  B,GB7NE  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,55.200000,-1.529983,0:00
3,United Kingdom,Lytham St.Annes,England,MB6FC  C,MB6FC  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.740000,-3.019983,0:00
3,United Kingdom,Mablethorpe,England,MB6RP  C,MB6RP  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.354667,0.237167,0:00
3,United Kingdom,Manchester,England,GB3MI  C,GB3MI  G,145.712500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.858667,-2.397000,0:00
3,United Kingdom,Margate,England,MB6EK  C,MB6EK  G,144.850000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.372667,1.336333,0:00
3,United Kingdom,Matlock,England,GB3IN  C,GB3IN  G,145.637500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.130000,-1.480000,0:00
3,United Kingdom,Merthyr Tydfil,Wales,MB6MT  C,MB6MT  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.759983,-3.390000,0:00
3,United Kingdom,Mid Cornwall,England,GB7MC  B,GB7MC  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.380000,-4.829983,0:00
3,United Kingdom,Milford on Sea,England,MB6IAD C,MB6IAD G,144.812500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,50.724833,-1.617833,0:00
3,United Kingdom,Millbrook,England,GB7DB  B,GB7DB  G,439.662500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.029983,-0.529983,0:00
3,United Kingdom,Mkt Harborough,England,MB6WV  C,MB6WV  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.474667,-0.892667,0:00
3,United Kingdom,Mt. Leinster,Ireland,EI7MLD B,EI7MLD G,430.300000,DUP+,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.620000,-6.770000,0:00
3,United Kingdom,Nairn,Scotland,MB6TU  C,MB6TU  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,57.572667,-3.888500,0:00
3,United Kingdom,New Marske,England,GB7TV  B,GB7TV  G,439.475000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.573667,-1.039833,0:00
3,United Kingdom,Newhaven,England,MB6NH  C,MB6NH  G,144.850000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.789000,0.039667,0:00
3,United Kingdom,Northampton,England,GB3TO  C,GB3TO  G,145.612500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,52.295167,-0.894000,0:00
3,United Kingdom,Northhampton,England,GB7JF  B,GB7JF  G,439.637500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.169983,-0.880000,0:00
3,United Kingdom,Norwich,England,GB7NB  B,GB7NB  G,439.687500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.569983,1.330000,0:00
3,United Kingdom,Oldham,England,MB6CY  C,MB6CY  G,144.825000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.534167,-2.089000,0:00
3,United Kingdom,Oldham,England,MB6ICY B,MB6ICY G,431.125000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.534167,-2.089167,0:00
3,United Kingdom,Omagh,Northern,GB7WT  B,GB7WT  G,439.600000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.680000,-7.400000,0:00
3,United Kingdom,Oswaldtwistle,England,MB6IOE A,MB6IOE G,145.212500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.740000,-2.380000,0:00
3,United Kingdom,Oswaldtwistle,England,MB6IOE B,MB6IOE G,431.100000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.729983,-2.390000,0:00
3,United Kingdom,Oswaldtwistle,England,MB6IOE C,MB6IOE G,144.825000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.740000,-2.380000,0:00
3,United Kingdom,Pembroke Dock,Wales,GB7PD  C,GB7PD  G,145.737500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.687667,-4.954500,0:00
3,United Kingdom,Peterbrough,England,MB6IWH B,MB6IWH G,431.087500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.930167,0.216833,0:00
3,United Kingdom,Plymouth,England,GB3IE  B,GB3IE  G,430.850000,DUP+,7.600000,DV,OFF,88.5Hz,YES,Approximate,50.380000,-4.119983,0:00
3,United Kingdom,Plymouth,England,MB6IMC B,MB6IMC G,431.075000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.388833,-4.074000,0:00
3,United Kingdom,Plymouth,England,MB6IPD B,MB6IPD G,434.050000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.625667,-4.237667,0:00
3,United Kingdom,Pontarddulias,Wales,MB6IFF C,MB6IFF G,144.812500,DUP+,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.719500,-4.052833,0:00
3,United Kingdom,Portsmouth,England,MB6ISC B,MB6ISC G,434.487500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.917833,-1.002333,0:00
3,United Kingdom,Redditch,Wales,MB6IRD B,MB6IRD G,431.075000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,52.307833,-1.909167,0:00
3,United Kingdom,Ruislip,England,MB6RE  C,MB6RE  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.556333,-0.387833,0:00
3,United Kingdom,Rye,England,MB6RY  C,MB6RY  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.867167,0.603333,0:00
3,United Kingdom,Sarn,Wales,MB6ISB B,MB6ISB G,430.062500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.529983,-3.589983,0:00
3,United Kingdom,Scarborough,England,GB7RW  C,GB7RW  G,145.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.099983,0.440000,0:00
3,United Kingdom,Scottish Borders,Scotland,GB7JD  B,GB7JD  G,439.412500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,55.480000,-2.550000,0:00
3,United Kingdom,Sevenoaks,England,MB6IZT B,MB6IZT G,430.025000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.284400,0.201167,0:00
3,United Kingdom,Sheffield,England,GB7SF  C,GB7SF  G,145.737500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.409983,-1.450000,0:00
3,United Kingdom,Sheffield,England,MB6IGC B,MB6IGC G,431.150000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.369000,-1.551833,0:00
3,United Kingdom,Sheffield,England,MB6ISF B,MB6ISF G,434.512500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.375333,-1.468667,0:00
3,United Kingdom,Sheffield,England,MB6SF  C,MB6SF  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.455500,2.991667,0:00
3,United Kingdom,Sheringham,England,GB7NU  B,GB7NU  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.939983,1.210000,0:00
3,United Kingdom,Solihull,England,GB7SO  B,GB7SO  G,439.575000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.389833,-1.850167,0:00
3,United Kingdom,South Okendon,England,MB6SO  C,MB6SO  G,144.812500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.505667,0.270833,0:00
3,United Kingdom,Southport,England,MB6SP  C,MB6SP  G,144.837500,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.642167,-2.971333,0:00
3,United Kingdom,St Austell,Cornwall,MB6CC  C,MB6CC  G,144.812500,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,50.384000,-4.852000,0:00
3,United Kingdom,St Helens,England,GB7DV  B,GB7DV  G,439.612500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.380000,-2.490000,0:00
3,United Kingdom,St Monans,Scotland,MB6ISM B,MB6ISM G,431.150000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,56.202833,-2.770000,0:00
3,United Kingdom,St Monans,Scotland,MB6SM  B,MB6SM  G,434.025000,DUP-,0.000000,DV,OFF,88.5Hz,YES,Approximate,56.210000,-2.770000,0:00
